"","author","year","title","journal"
"787","BRAUN DAVID",2000,"RUSSELLIANISM AND PSYCHOLOGICAL GENERALIZATIONS","NOUS"
"788","VALLICELLA WF",2000,"THREE CONCEPTIONS OF STATES OF AFFAIRS","NOUS"
"789","WHITE ROGER",2000,"FINE-TUNING AND MULTIPLE UNIVERSES","NOUS"
"790","CARLSON ERIK",2000,"INCOMPATIBILISM AND THE TRANSFER OF POWER NECESSITY","NOUS"
"791","REA MC",2000,"THEISM AND EPISTEMIC TRUTH-EQUIVALENCES","NOUS"
"792","SIMONS PETER",2006,"REAL WHOLES, REAL PARTS: MEREOLOGY WITHOUT ALGEBRA","JOURNAL OF PHILOSOPHY"
"793","FIELD HARTRY",2000,"INDETERMINACY, DEGREE OF BELIEF, AND EXCLUDED MIDDLE","NOUS"
"794","HASLANGER SALLY",2000,"GENDER AND RACE: (WHAT) ARE THEY? (WHAT) DO WE WANT THEM TO BE?","NOUS"
"795","ROY T",2000,"THINGS AND DE RE MODALITY","NOUS"
"796","DAVIES PS",2000,"THE NATURE OF NATURAL NORMS: WHY SELECTED FUNCTIONS ARE SYSTEMIC
CAPACITY FUNCTIONS","NOUS"
"797","TENENBAUM S",2000,"ETHICAL INTERNALISM AND GLAUCON'S QUESTION","NOUS"
"798","GRAHAM PETER J",2000,"TRANSFERRING KNOWLEDGE","NOUS"
"799","SOSA ERNEST",2000,"SKEPTICISM AND CONTEXTUALISM","NOUS"
"800","TOMBERLIN JE",2000,"SKEPTICISM, TRACKING, AND WARRANT (REPLY TO ERNEST SOSA, `SKEPTICISM AND
CONTEXTUALISM')","NOUS"
"801","KORNBLITH HILARY",2000,"THE CONTEXTUALIST EVASION OF EPISTEMOLOGY (REPLY TO ERNEST SOSA, `SKEPTICISM AND CONTEXTUALISM')","NOUS"
"802","LEHRER K",2000,"SENSITIVITY, INDISCERNIBILITY AND KNOWLEDGE (REPLY TO ERNEST SOSA, `SKEPTICISM AND CONTEXTUALISM')","NOUS"
"803","BROGAARD BERIT",2012,"VISION FOR ACTION AND THE CONTENTS OF PERCEPTION","JOURNAL OF PHILOSOPHY"
"804","VAN INWAGEN PETER",2006,"CAN MEREOLOGICAL SUMS CHANGE THEIR PARTS?","JOURNAL OF PHILOSOPHY"
"805","SOSA ERNEST",2000,"REPLIES TO COMMENTS ON `SKEPTICISM AND CONTEXTUALISM'","NOUS"
"806","FOGELIN RJ",2000,"CONTEXTUALISM AND EXTERNALISM: TRADING IN ONE FORM OF SKEPTICISM FOR
ANOTHER","NOUS"
"807","ROSENBERG JF",2000,"SCRUTINIZING A TRADE (REPLY TO ROBERT J. FOGELIN'S `CONTEXTUALISM AND
EXTERNALISM, TRADING IN ONE FORM OF SKEPTICISM FOR ANOTHER')","NOUS"
"808","VILLANUEVA E",2000,"WHAT HAS CONTEXTUALISM TO DO WITH SKEPTICISM? (REPLY TO ROBERT J.
FOGELIN'S `CONTEXTUALISM AND EXTERNALISM, TRADING IN ONE FORM OF
SKEPTICISM FOR ANOTHER')","NOUS"
"809","WILLIAMS MJ",2000,"IS CONTEXTUALISM STATABLE? (REPLY TO ROBERT J. FOGELIN'S `CONTEXTUALISM
AND EXTERNALISM, TRADING IN ONE FORM OF SKEPTICISM FOR ANOTHER')","NOUS"
"810","FOGELIN RJ",2000,"REPLY TO COMMENTS ON `CONTEXTUALISM AND EXTERNALISM, TRADING IN ONE FORM
OF SKEPTICISM FOR ANOTHER'","NOUS"
"811","COHEN S",2000,"CONTEXTUALISM AND SKEPTICISM","NOUS"
"812","KLEIN PD",2000,"CONTEXTUALISM AND THE REAL NATURE OF ACADEMIC SKEPTICISM (REPLY TO
STEWART COHEN, `CONTEXTUALISM AND SKEPTICISM')","NOUS"
"813","HAWTHORNE JOHN",2000,"REPLY TO STEWART COHEN, `CONTEXTUALISM AND SKEPTICISM'","NOUS"
"814","HUDSON HUD",2006,"CONFINING COMPOSITION","JOURNAL OF PHILOSOPHY"
"815","PRADES JL",2000,"SCEPTICISM, CONTEXTUALISM AND CLOSURE (REPLY TO STEWART COHEN, `CONTEXTUALISM AND SKEPTICISM')","NOUS"
"816","COHEN S",2000,"REPLY TO COMMENTS ON `CONTEXTUALISM AND SKEPTICISM'","NOUS"
"817","WRIGHT CRISPIN",2000,"COGENCY AND QUESTION-BEGGING: SOME REFLECTIONS ON MCKINSEY'S PARADOX AND
PUTNAM'S PROOF","NOUS"
"818","GARCIA SUAREZ A",2000,"ON WRIGHT'S DIAGNOSIS OF MCKINSEY'S ARGUMENT (REPLY TO CRISPIN WRIGHT, `COGENCY AND QUESTION-BEGGING, SOME REFLECTIONS ON MCKINSEY'S PARADOX
AND PUTNAM'S PROOF')","NOUS"
"819","HALE BOB",2000,"TRANSMISSION AND CLOSURE (REPLY TO CRISPIN WRIGHT, `COGENCY AND
QUESTION-BEGGING, SOME REFLECTIONS ON MCKINSEY'S PARADOX AND PUTNAM'S
PROOF')","NOUS"
"820","SAINSBURY RM",2000,"WARRANT-TRANSMISSION, DEFEATERS AND DISQUOTATION (REPLY TO CRISPIN
WRIGHT, `COGENCY AND QUESTION-BEGGING, SOME REFLECTIONS ON MCKINSEY'S
PARADOX AND PUTNAM'S PROOF')","NOUS"
"821","WRIGHT CRISPIN",2000,"REPLY TO COMMENTS ON `COGENCY AND QUESTION-BEGGING, SOME REFLECTIONS ON
MCKINSEY'S PARADOX AND PUTNAM'S PROOF'","NOUS"
"822","SCHIFFER STEPHEN",2000,"VAGUENESS AND PARTIAL BELIEF (SORITES PARADOX, BORDERLINE CASE)","NOUS"
"823","GARCIA-CARPINTERO M",2000,"VAGUENESS AND INDIRECT DISCOURSE (REPLY TO STEPHEN SCHIFFER, `VAGUENESS
AND PARTIAL BELIEF')","NOUS"
"824","HORWICH PAUL",2000,"STEPHEN SCHIFFER'S THEORY OF VAGUENESS (REPLY TO STEPHEN SCHIFFER, `VAGUENESS AND PARTIAL BELIEF')","NOUS"
"825","JOHNSTON MARK",2006,"HYLOMORPHISM","JOURNAL OF PHILOSOPHY"
"826","VALDIVIA L",2000,"VAGUENESS AS A PSYCHOLOGICAL NOTION (REPLY TO STEPHEN SCHIFFER, `VAGUENESS AND PARTIAL BELIEF')","NOUS"
"827","RODRIGUEZ MARQUEZE J",2000,"PARTIAL BELIEF AND BORDERLINE CASES (REPLY TO STEPHEN SCHIFFER, `VAGUENESS AND PARTIAL BELIEF')","NOUS"
"828","BARNETT DAVID",2000,"VAGUENESS-RELATED ATTITUDES (REPLY TO STEPHEN SCHIFFER, `VAGUENESS AND
PARTIAL BELIEF')","NOUS"
"829","SCHIFFER STEPHEN",2000,"REPLY TO COMMENTS ON'VAGUENESS AND PARTIAL BELIEF'","NOUS"
"830","HOOKWAY C",2000,"SCEPTICISM AND THE PRINCIPLE OF INFERENTIAL JUSTIFICATION","NOUS"
"831","GRECO JOHN",2000,"SCEPTICISM AND EPISTEMIC KINDS (REPLY TO CHRISTOPHER HOOKWAY, `SCEPTICISM AND THE PRINCIPLE OF INFERENTIAL JUSTIFICATION')","NOUS"
"832","CORBI JE",2000,"THE PRINCIPLE OF INFERENTIAL JUSTIFICATION, SCEPTICISM, AND CAUSAL
BELIEFS (REPLY TO CHRISTOPHER HOOKWAY, `SCEPTICISM AND THE PRINCIPLE OF
INFERENTIAL JUSTIFICATION')","NOUS"
"833","HOOKWAY C",2000,"REPLY TO COMMENTS ON `SCEPTICISM AND THE PRINCIPLE OF INFERENTIAL
JUSTIFICATION'","NOUS"
"834","MCKINSEY M",1999,"THE SEMANTICS OF BELIEF ASCRIPTIONS","NOUS"
"835","FINE KIT",2006,"IN DEFENSE OF THREE-DIMENSIONALISM","JOURNAL OF PHILOSOPHY"
"836","DREIER J",1999,"TRANSFORMING EXPRESSIVISM","NOUS"
"837","NELSON M",1999,"WETTSTEIN'S INCOMPLETENESS, SALMON'S INTUITIONS","NOUS"
"838","FRANCESCOTTI RM",1999,"HOW TO DEFINE INTRINSIC PROPERTIES","NOUS"
"839","ZANGWILL NICK",1999,"FEASIBLE AESTHETIC FORMALISM","NOUS"
"840","HALPIN JF",1999,"NOMIC NECESSITY AND EMPIRICISM","NOUS"
"841","BALASHOV YURI",1999,"RELATIVISTIC OBJECTS","NOUS"
"842","DIVERS J",1999,"A MODAL FICTIONALIST RESULT (PLURALITY OF WORLDS HYPOTHESIS)","NOUS"
"843","SIMMONS A",1999,"ARE CARTESIAN SENSATIONS REPRESENTATIONAL?","NOUS"
"844","KOSLICKI KATHRIN",2006,"ARISTOTLE'S MEREOLOGY AND THE STATUS OF FORM","JOURNAL OF PHILOSOPHY"
"845","MERRICKS TRENTON",1999,"PERSISTENCE, PARTS, AND PRESENTISM (ENDURING AND PERDURING OBJECTS)","NOUS"
"846","DEMOPOULOS WILLIAM",1999,"ON THE THEORY OF MEANING OF `ON DENOTING' (BERTRAND RUSSELL)","NOUS"
"847","HARCOURT E",1999,"INTERPRETATIONISM, THE FIRST PERSON AND `THAT' CLAUSES","NOUS"
"848","KING JEFFREY C",1999,"ARE COMPLEX `THAT' PHRASES DEVICES OF DIRECT REFERENCE?","NOUS"
"849","MONTERO BARBARA GAIL",1999,"THE BODY PROBLEM (DEFINING THE NATURE OF THE PHYSICAL)","NOUS"
"850","DANIELS CB",1999,"A THEISM-FREE CARTESIAN ANALYSIS OF KNOWLEDGE","NOUS"
"851","CARGILE JAMES",1999,"ON AN ARGUMENT AGAINST CLOSURE (COMPLEX UNIVERSALS)","NOUS"
"852","MURPHY MC",1999,"THE SIMPLE DESIRE-FULFILLMENT THEORY","NOUS"
"853","BROWN BRYSON",1999,"ADJUNCTION AND AGGREGATION (LOTTERY PARADOX)","NOUS"
"854","NORMORE CALVIN G",2006,"OCKHAM'S METAPHYSICS OF PARTS","JOURNAL OF PHILOSOPHY"
"855","MOORE JG",1999,"PROPOSITIONS WITHOUT IDENTITY (IDENTITY CONDITIONS)","NOUS"
"856","HUBIN DC",1999,"WHAT'S SPECIAL ABOUT HUMEANISM (PRACTICAL RATIONALITY)","NOUS"
"857","CAPPELEN HERMAN",1999,"INTENTIONS IN WORDS (TYPES, TOKENS)","NOUS"
"858","KENYON T",1999,"TRUTH, KNOWABILITY, AND NEUTRALITY","NOUS"
"859","BERGMANN MICHAEL",1999,"(SERIOUS) ACTUALISM AND (SERIOUS) PRESENTISM","NOUS"
"860","GOLDMAN ALVIN I",1999,"A PRIORI WARRANT AND NATURALISTIC EPISTEMOLOGY - THE SEVENTH
`PHILOSOPHICAL PERSPECTIVES' LECTURE","NOUS"
"861","BEALER GEORGE",1999,"A THEORY OF THE A-PRIORI (ANALYTICITY, MODALITY, NECESSARY TRUTH)","NOUS"
"862","COHEN S",1999,"CONTEXTUALISM, SKEPTICISM, AND THE STRUCTURE OF REASONS","NOUS"
"863","FELDMAN R",1999,"CONTEXTUALISM AND SKEPTICISM","NOUS"
"864","HELLER M",1999,"THE PROPER ROLE FOR CONTEXTUALISM IN AN ANTI-LUCK EPISTEMOLOGY","NOUS"
"865","LEHRER K",1999,"KNOWLEDGE, SCEPTICISM AND COHERENCE","NOUS"
"866","SOSA ERNEST",1999,"HOW TO DEFEAT OPPOSITION TO MOORE","NOUS"
"867","ALSTON WILLIAM P",1999,"BACK TO THE THEORY OF APPEARING (PERCEPTION, CONSCIOUSNESS)","NOUS"
"868","AUDI ROBERT",1999,"SELF-EVIDENCE (PHILOSOPHICAL PROPOSITIONS)","NOUS"
"869","BONJOUR LAURENCE",1999,"FOUNDATIONALISM AND THE EXTERNAL WORLD","NOUS"
"870","BRUECKNER ANTHONY",1999,"TWO RECENT APPROACHES TO SELF-KNOWLEDGE (SECOND-ORDER BELIEFS AND
JUDGMENTS ABOUT FIRST-ORDER ATTITUDES, EPISTEMOLOGY)","NOUS"
"871","GRECO JOHN",1999,"AGENT RELIABILISM (HUME, SKEPTICISM, TRUTH OF EMPIRICAL BELIEFS, EPISTEMOLOGY)","NOUS"
"872","KLEIN PD",1999,"HUMAN KNOWLEDGE AND THE INFINITE REGRESS OF REASONS (JUSTIFICATION, EPISTEMOLOGY, INFINITISM)","NOUS"
"873","KORNBLITH HILARY",1999,"KNOWLEDGE IN HUMANS AND OTHER ANIMALS (EPISTEMOLOGY, KNOWLEDGE AS A
NATURAL KIND)","NOUS"
"874","BYRNE ALEX",1999,"COSMIC HERMENEUTICS (PHYSICALISM, EPISTEMOLOGY, TRUTH)","NOUS"
"875","EDELBERG WALTER",2006,"INTRASUBJECTIVE INTENTIONAL IDENTITY (PETER GEACH PROBLEM OF INTENTIONAL
IDENTITY)","JOURNAL OF PHILOSOPHY"
"876","DEROSE KEITH",1999,"CAN IT BE THAT IT WOULD HAVE BEEN EVEN THOUGHT IT MIGHT NOT HAVE BEEN?
(A SKEPTICAL PUZZLE INVOLVING `MIGHT' AND `WOULD' COUNTERFACTUALS)","NOUS"
"877","KITCHER P",1999,"KANT'S EPISTEMOLOGICAL PROBLEM AND ITS COHERENT SOLUTION","NOUS"
"878","WETTSTEIN H",1999,"A FATHER OF THE REVOLUTION (WITTGENSTEIN, `PHILOSOPHICAL
INVESTIGATIONS', LANGUAGE)","NOUS"
"879","HASLANGER SALLY",1999,"WHAT KNOWLEDGE IS AND WHAT IT OUGHT TO BE: FEMINIST VALUES AND NORMATIVE
EPISTEMOLOGY","NOUS"
"880","SCHIFFER STEPHEN",1999,"THE EPISTEMIC THEORY OF VAGUENESS","NOUS"
"881","WILLIAMSON TIMOTHY",1999,"SCHIFFER ON THE EPISTEMIC THEORY OF VAGUENESS","NOUS"
"882","VOGEL JONATHAN",1999,"THE NEW RELEVANT ALTERNATIVES THEORY (EPISTEMOLOGY)","NOUS"
"883","SIDELLE ALAN",1998,"A SWEATER UNRAVELED: FOLLOWING ONE THREAD OF THOUGHT FOR AVOIDING
COINCIDENT ENTITIES (METAPHYSICAL VIEWS OF MATERIALITY)","NOUS"
"884","DEMOPOULOS WILLIAM",1998,"THE PHILOSOPHICAL BASIS OF OUR KNOWLEDGE OF NUMBER (FREGE, `GRUNDLAGEN', LOGICISM)","NOUS"
"885","KORMAN DANIEL Z",2006,"WHAT EXTERNALISTS SHOULD SAY ABOUT DRY EARTH","JOURNAL OF PHILOSOPHY"
"886","PLANTINGA A",1998,"DEGENERATE EVIDENCE AND ROWE'S NEW EVIDENTIAL ARGUMENT FROM EVIL
(ANTITHEISTIC)","NOUS"
"887","ROWE WL",1998,"REPLY TO PLANTINGA (EVIDENTIAL ARGUMENT FROM EVIL, ANTITHEISM)","NOUS"
"888","SALMON NATHAN",1998,"NONEXISTENCE (SINGULAR NEGATIVE EXISTENTIALS)","NOUS"
"889","HAND M",1998,"RADICAL ANTIREALISM AND WRIGHT'S ANTIDEFLATIONARY ARGUMENT","NOUS"
"890","FALKENSTEIN L",1998,"HUME'S ANSWER TO KANT (NECESSARY CONNECTION AND CAUSALITY)","NOUS"
"891","SLOWIK E",1998,"CARTESIANISM AND THE KINEMATICS OF MECHANISM: OR, HOW TO FIND FIXED
REFERENCE FRAMES IN A CARTESIAN SPACE-TIME","NOUS"
"892","HASKER W",1998,"NO EASY WAY OUT: A RESPONSE TO WARFIELD (DIVINE FOREKNOWLEDGE AND HUMAN
FREEDOM)","NOUS"
"893","THOMSON JJ",1998,"THE STATUE AND THE CLAY (PROBLEM IN PHILOSOPHY, ONTOLOGY)","NOUS"
"894","BISHOP JOHN",1998,"CAN THERE BE ALTERNATIVE CONCEPTS OF GOD?","NOUS"
"895","RIEBER S",1998,"SKEPTICISM AND CONTRASTIVE EXPLANATION","NOUS"
"896","SARTORIO CAROLINA",2006,"DISJUNCTIVE CAUSES","JOURNAL OF PHILOSOPHY"
"897","LOEB LE",1998,"SEXTUS, DESCARTES, HUME, AND PEIRCE: ON SECURING SETTLED DOXASTIC
STUDIES","NOUS"
"898","STREVENS MICHAEL",1998,"INFERRING PROBABILITIES FROM SYMMETRIES","NOUS"
"899","SOAMES SCOTT",1998,"THE MODAL ARGUMENT: WIDE SCOPE AND RIGIDIFIED DESCRIPTIONS (KRIPKE)","NOUS"
"900","MELE ALFRED R",1998,"MOTIVATIONAL STRENGTH","NOUS"
"901","BONEVAC DANIEL",1998,"AGAINST CONDITIONAL OBLIGATION","NOUS"
"902","PRICE C",1998,"DETERMINATE FUNCTIONS","NOUS"
"903","BRUECKNER ANTHONY",1998,"IS ``SUPERASSERTIBLE{''} A TRUTH PREDICATE?","NOUS"
"904","DEES RH",1998,"TRUST AND THE RATIONALITY OF TOLERATION","NOUS"
"905","DELLA ROCCA MICHAEL",1998,"FRANKFURT, FISCHER AND FLICKERS (MORAL RESPONSIBILITY AND DETERMINISM)","NOUS"
"906","MERRICKS TRENTON",1998,"THERE ARE NO CRITERIA OF IDENTITY OVER TIME","NOUS"
"907","CHRISMAN MATTHEW",2012,"THE NORMATIVE EVALUATION OF BELIEF AND THE ASPECTUAL CLASSIFICATION OF
BELIEF AND KNOWLEDGE ATTRIBUTIONS","JOURNAL OF PHILOSOPHY"
"908","HITCHCOCK CHRISTOPHER R",2006,"CONCEPTUAL ANALYSIS NATURALIZED: A METAPHILOSOPHICAL CASE STUDY","JOURNAL OF PHILOSOPHY"
"909","BURGE TYLER",1998,"COMPUTER PROOF, APRIORI KNOWLEDGE, AND OTHER MINDS - THE SIXTH
`PHILOSOPHICAL PERSPECTIVES' LECTURE","NOUS"
"910","ALMOG JOSEPH",1998,"THE SUBJECT VERB OBJECT CLASS I (ROBUST SYNTAX, SEMANTIC INFERENCE)","NOUS"
"911","ALMOG JOSEPH",1998,"THE SUBJECT VERB OBJECT CLASS II (SEMANTIC AMBIGUITY, ONTOLOGY)","NOUS"
"912","BILGRAMI AKEEL",1998,"WHY HOLISM IS HARMLESS AND NECESSARY (INTENTIONALITY, EXTERNALISM, JERRY
FODOR)","NOUS"
"913","BRANDOM R",1998,"ACTION, NORMS, AND PRACTICAL REASONING","NOUS"
"914","MCGRATH MATTHEW",1998,"PROPORTIONALITY AND MENTAL CAUSATION: A FIT? (BEHAVIOR)","NOUS"
"915","DEUTSCH H",1998,"IDENTITY AND GENERAL SIMILARITY (PROPERTIES)","NOUS"
"916","JACKSON FRANK",1998,"REFERENCE AND DESCRIPTION REVISITED (LANGUAGE, QUALITIES)","NOUS"
"917","LANCE MN",1998,"SOME REFLECTIONS ON THE SPORT OF LANGUAGE (EPISTEMIC TRUST, BELIEF)","NOUS"
"918","SAKA PAUL",2006,"THE DEMONSTRATIVE AND IDENTITY THEORIES OF QUOTATION","JOURNAL OF PHILOSOPHY"
"919","PRICE HUW",1998,"THREE NORMS OF ASSERTIBILITY, OR HOW THE MOA BECAME EXTINCT
(DEFLATIONARY THEORY)","NOUS"
"920","RICHARD M",1998,"COMMITMENT (BELIEFS, OBJECTS, ONTOLOGY)","NOUS"
"921","SOAMES SCOTT",1998,"FACTS, TRUTH CONDITIONS, AND THE SKEPTICAL SOLUTION TO THE
RULE-FOLLOWING PARADOX","NOUS"
"922","PAPINEAU D",1998,"MIND THE GAP (CONSCIOUSNESS, BRAIN STATES)","NOUS"
"923","WILLIAMSON TIMOTHY",1998,"THE BROADNESS OF THE MENTAL: SOME LOGICAL CONSIDERATIONS","NOUS"
"924","NEANDER KAREN",1998,"THE DIVISION OF PHENOMENAL LABOR: A PROBLEM FOR REPRESENTATIONAL
THEORIES OF CONSCIOUSNESS","NOUS"
"925","REY G",1998,"A NARROW REPRESENTATIONALIST ACCOUNT OF QUALITATIVE EXPERIENCE (SENSORY)","NOUS"
"926","TYE MICHAEL",1998,"INVERTED EARTH, SWAMPMAN, AND REPRESENTATIONISM (EXPERIENCE, PHENOMENAL
CHARACTER)","NOUS"
"927","BUSS SARAH",2006,"NEEDS (SOMEONE ELSE'S), PROJECTS (MY OWN), AND REASONS (HELPING OTHERS)","JOURNAL OF PHILOSOPHY"
"928","LYCAN WILLIAM G",1998,"IN DEFENSE OF THE REPRESENTATIONAL THEORY OF QUALIA (REPLIES, TO
NEANDER, REY, AND TYE)","NOUS"
"929","TOMBERLIN JE",1998,"NATURALISM, ACTUALISM, AND ONTOLOGY","NOUS"
"930","DEVITT M",1998,"PUTTING METAPHYSICS FIRST: A RESPONSE TO JAMES TOMBERLIN (NATURALISM)","NOUS"
"931","HORGAN TERRY",1998,"ACTUALISM, QUANTIFICATION, AND CONTEXTUAL SEMANTICS","NOUS"
"932","HORWICH PAUL",1997,"IMPLICIT DEFINITION, ANALYTIC TRUTH, AND APRIORI KNOWLEDGE (LOGIC, ARITHMETIC, GEOMETRY)","NOUS"
"933","COPP DAVID",1997,"DEFENDING THE PRINCIPLE OF ALTERNATE POSSIBILITIES: BLAMEWORTHINESS AND
MORAL RESPONSIBILITY","NOUS"
"934","REIMER M",1997,"`COMPETING' SEMANTIC THEORIES (PHILOSOPHY OF LANGUAGE)","NOUS"
"935","STARK CA",1997,"DECISION PROCEDURES, STANDARDS OF RIGHTNESS AND IMPARTIALITY (ETHICS, MORAL THEORY)","NOUS"
"936","HUDSON HUD",1997,"ON A NEW ARGUMENT FROM ACTUALISM TO SERIOUS ACTUALISM","NOUS"
"937","ZEMACH EM",1997,"PRACTICAL REASONS FOR BELIEF? (RATIONALITY AND MENTAL STATE)","NOUS"
"938","COLIVA ANNALISA",2006,"ERROR THROUGH MISIDENTIFICATION: SOME VARIETIES","JOURNAL OF PHILOSOPHY"
"939","GLENNAN SS",1997,"PROBABLE CAUSES AND THE DISTINCTION BETWEEN SUBJECTIVE AND OBJECTIVE
CHANCE (CAUSALITY, DETERMINISM)","NOUS"
"940","KITCHER P",1997,"AN ARGUMENT ABOUT FREE INQUIRY","NOUS"
"941","TENNANT NEIL",1997,"ON THE NECESSARY EXISTENCE OF NUMBERS","NOUS"
"942","BUSS SARAH",1997,"JUSTIFIED WRONGDOING + CHILDHOOD DEPRIVATION AND MORAL DIFFERENCE AMONG
WRONGDOERS","NOUS"
"943","CHRISTENSEN DAVID",1997,"WHAT IS RELATIVE CONFIRMATION?","NOUS"
"944","LEEDS STEPHEN",1997,"INCOMMENSURABILITY AND VAGUENESS","NOUS"
"945","POLLOCK JL",1997,"REASONING ABOUT CHANGE AND PERSISTENCE: A SOLUTION TO THE FRAME PROBLEM","NOUS"
"946","BEZUIDENHOUT ANNE L",1997,"THE COMMUNICATION OF DE-RE THOUGHTS","NOUS"
"947","RAINBOLT G",1997,"MERCY: IN DEFENSE OF CAPRICE","NOUS"
"948","BRANDON ROBERT N",2006,"THE PRINCIPLE OF DRIFT: BIOLOGY'S FIRST LAW (NEWTON'S FIRST LAW)","JOURNAL OF PHILOSOPHY"
"949","THAGARD P",1997,"COLLABORATIVE KNOWLEDGE","NOUS"
"950","ADAMS ROBERT MERRIHEW",1997,"SLEIGH'S `LEIBNIZ \& ARNAULD, A COMMENTARY ON THEIR CORRESPONDENCE'","NOUS"
"951","GAUTHIER D",1997,"RESOLUTE CHOICE AND RATIONAL DELIBERATION: A CRITIQUE AND A DEFENSE","NOUS"
"952","LITTLE MO",1997,"VIRTUE AS KNOWLEDGE: OBJECTIONS FROM THE PHILOSOPHY OF MIND","NOUS"
"953","WARFIELD TA",1997,"DIVINE FOREKNOWLEDGE AND HUMAN FREEDOM ARE COMPATIBLE","NOUS"
"954","RICHARD M",1997,"WHAT DOES COMMONSENSE PSYCHOLOGY TELL US ABOUT MEANING?","NOUS"
"955","DEVITT M",1997,"MEANINGS AND PSYCHOLOGY: A RESPONSE TO MARK RICHARD","NOUS"
"956","SALMON NATHAN",1997,"WHOLES, PARTS, AND NUMBERS","NOUS"
"957","VAN FRAASSEN BC",1997,"PUTNAM'S PARADOX: METAPHYSICAL REALISM REVAMPED AND EVADED","NOUS"
"958","BEATTY JOHN",2006,"REPLAYING LIFE'S TAPE (STEPHEN GOULD)","JOURNAL OF PHILOSOPHY"
"959","YAGISAWA T",1997,"A SOMEWHAT RUSSELLIAN THEORY OF INTENSIONAL CONTEXTS","NOUS"
"960","BLOCK NED",1997,"ANTI-REDUCTIONISM SLAPS BACK","NOUS"
"961","DAVID M",1997,"KIM'S FUNCTIONALISM","NOUS"
"962","FODOR JA",1997,"SPECIAL SCIENCES: STILL AUTONOMOUS AFTER ALL THESE YEARS","NOUS"
"963","HORGAN TERRY",1997,"KIM ON MENTAL CAUSATION AND CAUSAL EXCLUSION","NOUS"
"964","KIM J",1997,"THE MIND-BODY PROBLEM: TAKING STOCK AFTER FORTY YEARS","NOUS"
"965","MCLAUGHLIN BRIAN P",1997,"SUPERVENIENCE, VAGUENESS, AND DETERMINATION","NOUS"
"966","MELE ALFRED R",1997,"AGENCY AND MENTAL ACTION","NOUS"
"967","YABLO S",1997,"WIDE CAUSATION","NOUS"
"968","SHOEMAKER SYDNEY",1997,"SELF AND SUBSTANCE","NOUS"
"969","VAN INWAGEN PETER",1997,"MATERIALISM AND THE PSYCHOLOGICAL-CONTINUITY ACCOUNT OF PERSONAL
IDENTITY","NOUS"
"970","SORENSEN ROY",1997,"THE METAPHYSICS OF PRECISION AND SCIENTIFIC LANGUAGE","NOUS"
"971","BEDAU MARK A",1997,"WEAK EMERGENCE","NOUS"
"972","KVART I",1997,"CAUSE AND SOME POSITIVE CAUSAL IMPACT","NOUS"
"973","ZIMMERMAN DW",1997,"IMMANENT CAUSATION","NOUS"
"974","ALMOG JOSEPH",1996,"THE WHAT AND THE HOW .2. REALS AND MIGHTS","NOUS"
"975","LUDWIG KIRK A",1996,"SINGULAR THOUGHT AND THE CARTESIAN THEORY OF MIND","NOUS"
"976","EHRING D",1996,"MENTAL CAUSATION, DETERMINABLES AND PROPERTY INSTANCES","NOUS"
"977","MCINTYRE ALISON",2006,"WHAT IS WRONG WITH WEAKNESS OF WILL?","JOURNAL OF PHILOSOPHY"
"978","LANCE MN",1996,"QUANTIFICATION, SUBSTITUTION, AND CONCEPTUAL CONTENT","NOUS"
"979","HITCHCOCK CHRISTOPHER R",1996,"CAUSAL DECISION THEORY AND DECISION-THEORETIC CAUSATION","NOUS"
"980","BRUECKNER ANTHONY",1996,"DEONTOLOGISM AND INTERNALISM IN EPISTEMOLOGY","NOUS"
"981","TALMAGE CJL",1996,"DAVIDSON AND HUMPTY-DUMPTY","NOUS"
"982","TYE MICHAEL",1996,"THE FUNCTION OF CONSCIOUSNESS","NOUS"
"983","BADHWAR NEERA K",1996,"THE LIMITED UNITY OF VIRTUE","NOUS"
"984","BERGMANN MICHAEL",1996,"A NEW ARGUMENT FROM ACTUALISM TO SERIOUS-ACTUALISM","NOUS"
"985","BOGHOSSIAN PAUL A",1996,"ANALYTICITY RECONSIDERED","NOUS"
"986","HARMAN GILBERT",1996,"ANALYTICITY REGAINED","NOUS"
"987","GOBLE LOU",1996,"OUGHT AND EXTENSIONALITY","NOUS"
"988","SEN AMARTYA",2006,"WHAT DO WE WANT FROM A THEORY OF JUSTICE? (JOHN RAWLS)","JOURNAL OF PHILOSOPHY"
"989","BRAUN DAVID",1996,"DEMONSTRATIVES AND THEIR LINGUISTIC MEANINGS","NOUS"
"990","MILLGRAM E",1996,"WILLIAMS ARGUMENT AGAINST EXTERNAL REASONS","NOUS"
"991","STOLJAR DANIEL",1996,"NOMINALISM AND INTENTIONALITY","NOUS"
"992","LORMAND E",1996,"NONPHENOMENAL CONSCIOUSNESS","NOUS"
"993","BERNECKER SVEN",1996,"EXTERNALISM AND THE ATTITUDINAL COMPONENT OF SELF-KNOWLEDGE","NOUS"
"994","BOK HILARY",1996,"ACTING WITHOUT CHOOSING","NOUS"
"995","HUBIN DC",1996,"HYPOTHETICAL MOTIVATION","NOUS"
"996","HAUSMAN DM",1996,"CAUSATION AND COUNTERFACTUAL DEPENDENCE RECONSIDERED","NOUS"
"997","HUNTER D",1996,"ON THE RELATION BETWEEN CATEGORICAL AND PROBABILISTIC BELIEF","NOUS"
